text,rating
"I think this is indeed the best shaver money can buy. Period. I went thru 3 different brands before. Started with a $7 Chinese one ""recommended by Maxxim"" from classic closeouts. That really turned out to be a bad idea.<br /><br />Then upgraded to a remington titanium foil headed (rectangular head) one from target when it went on sale. That sucked too.<br /><br />Then tried a braun flat head, that made my face go red.<br /><br />Finally saw this on my amazon gold box and impulsively bought it. The last 14 months have been sooooo goooood until I lost my first one and just bought a second one. Love this shaver. Charge lasts for 2 months. Shave is very smooth and non irritating. Best money can buy.<br /><br />Bottom line. Spend the money on this or you will end up spending more and finally buying this one in the end.<br /><br />Just noticed Brosnan was using this in the last Bond movie with the ice palace sequence if you still are not convinced!",positive
I really liked the color of these nails but the size choices suck.,negative
Broke first day my 14 yr old wore it.,negative
My wife has tried many spray on tan products. We thought this would dry fast and it has now been 6 hours and it is still tacky and she doesn't feel like she can put on clothes or sit down anywhere.  We'll stick to Norvell.,negative
This soap smells so good and I recieved it very quickly!,positive
Great to work with.,positive
The heat gives the lashes a nice curl that lasts all day,positive
Cost allot. But worth it,positive
"They are crazy, you can buy 2 cans and it wouldn't cost as much as their 1 can. Unbelieveable",negative
Love it,positive
"What a beautiful brush!It has smaller bristles and can be used with less mascara, making it easier to use and cleaner.So beautiful!As for the mascara itself, I'm happy with how it works.I don't have a lot of eyelashes and it doesn't look full, but it does add length!It has always been fine except when I rubbed it when my eyes watered and it left some marks on my face that I could easily wipe off.When I washed my face, I splashed it with water first, leaving the mascara there and not running.I always use mascara.Small bristles help separate your lashes well, making it easier to get smaller lashes near the corners of your eyes.I wiped half of my eye with my hand and it never got dirty.Great product!",positive
They really are even smaller than expected.,neutral
"Very pretty w nice Deco style.  Three year old grand daughter loved it.  She is big for her age but this was a bit large for her, needed a tuck.  We are very pleased.",positive
Very cheap product. Did not work- dont buy!. Overly priced!,negative
"This polish came barely in a liquid state. It is so thick and goopy, taking the brush out leaves a “hole” in the polish, and it will not drop a bead off the end of the brush. The color is also a bit unfortunate… it looks like yellow runny boogers lol.<br />Once I ran the bottle under some hot water to try to make it more liquid, I managed to get some on my nail… however it refused to dry, and an hour later rubbed right off my finger to where I could roll it up into neat little “boogers”…<br />Unfortunate. It glows really well, but now my Halloween mani is going to need some replanning…",negative
Disappointed as it’s not hydrating at all on the skin. It’s supposed to be tanning oil and it feels like I’m spraying water on. I was so excited to use it because of its natural ingredients. A let down. Also no smell.,neutral
ok,positive
This is a bit rough on skin but worth the extra clean. I think everyone should be using this in the shower!,positive
